Entity,Code,Day,Daily hospital occupancy
United Kingdom,GBR,2023-02-15,8408
United Kingdom,GBR,2023-02-16,8080
United Kingdom,GBR,2023-02-17,8184
United Kingdom,GBR,2023-02-18,8277
United Kingdom,GBR,2023-02-19,8447
United Kingdom,GBR,2023-02-20,8699
United Kingdom,GBR,2023-02-21,8684
United Kingdom,GBR,2023-02-22,9259
United Kingdom,GBR,2023-02-23,8884
United Kingdom,GBR,2023-02-24,8367
United Kingdom,GBR,2023-02-25,8264
United Kingdom,GBR,2023-02-26,8333
United Kingdom,GBR,2023-02-27,8407
United Kingdom,GBR,2023-02-28,8412
United Kingdom,GBR,2023-03-01,8837
United Kingdom,GBR,2023-03-02,8398
United Kingdom,GBR,2023-03-03,8386
United Kingdom,GBR,2023-03-04,8229
United Kingdom,GBR,2023-03-05,8365
United Kingdom,GBR,2023-03-06,8491
United Kingdom,GBR,2023-03-07,8566
United Kingdom,GBR,2023-03-08,9233
United Kingdom,GBR,2023-03-09,8585
United Kingdom,GBR,2023-03-10,8894
United Kingdom,GBR,2023-03-11,8851
United Kingdom,GBR,2023-03-12,8971
United Kingdom,GBR,2023-03-13,9292
United Kingdom,GBR,2023-03-14,9447
United Kingdom,GBR,2023-03-15,10370
United Kingdom,GBR,2023-03-16,9552
United Kingdom,GBR,2023-03-17,9544
United Kingdom,GBR,2023-03-18,9560
United Kingdom,GBR,2023-03-19,9696
United Kingdom,GBR,2023-03-20,9929
United Kingdom,GBR,2023-03-21,9958
United Kingdom,GBR,2023-03-22,10467
United Kingdom,GBR,2023-03-23,9816
United Kingdom,GBR,2023-03-24,9705
United Kingdom,GBR,2023-03-25,9632
United Kingdom,GBR,2023-03-26,9690
United Kingdom,GBR,2023-03-27,9747
United Kingdom,GBR,2023-03-28,9518
United Kingdom,GBR,2023-03-29,10042
United Kingdom,GBR,2023-03-30,9163
United Kingdom,GBR,2023-03-31,9146
United Kingdom,GBR,2023-04-01,8867
United Kingdom,GBR,2023-04-02,8908
United Kingdom,GBR,2023-04-03,8943
United Kingdom,GBR,2023-04-04,8816
United Kingdom,GBR,2023-04-05,8864
United Kingdom,GBR,2023-04-06,8113
United Kingdom,GBR,2023-04-07,7879
United Kingdom,GBR,2023-04-08,7726
United Kingdom,GBR,2023-04-09,7646
United Kingdom,GBR,2023-04-10,8324
United Kingdom,GBR,2023-04-11,7872
United Kingdom,GBR,2023-04-12,8201
United Kingdom,GBR,2023-04-13,7525
United Kingdom,GBR,2023-04-14,7205
United Kingdom,GBR,2023-04-15,6966
United Kingdom,GBR,2023-04-16,6928
United Kingdom,GBR,2023-04-17,6926
United Kingdom,GBR,2023-04-18,6749
United Kingdom,GBR,2023-04-19,7179
United Kingdom,GBR,2023-04-20,6467
United Kingdom,GBR,2023-04-21,6202
United Kingdom,GBR,2023-04-22,5964
United Kingdom,GBR,2023-04-23,5946
United Kingdom,GBR,2023-04-24,5978
United Kingdom,GBR,2023-04-25,5825
United Kingdom,GBR,2023-04-26,6153
United Kingdom,GBR,2023-04-27,5555
United Kingdom,GBR,2023-04-28,5424
United Kingdom,GBR,2023-04-29,5143
United Kingdom,GBR,2023-04-30,5282
United Kingdom,GBR,2023-05-01,5318
United Kingdom,GBR,2023-05-02,5385
United Kingdom,GBR,2023-05-03,5699
United Kingdom,GBR,2023-05-04,5121
United Kingdom,GBR,2023-05-05,5011
United Kingdom,GBR,2023-05-06,4877
United Kingdom,GBR,2023-05-07,4837
United Kingdom,GBR,2023-05-08,4887
United Kingdom,GBR,2023-05-09,4570
United Kingdom,GBR,2023-05-10,4825
United Kingdom,GBR,2023-05-11,4287
United Kingdom,GBR,2023-05-12,4237
United Kingdom,GBR,2023-05-13,4138
United Kingdom,GBR,2023-05-14,4083
United Kingdom,GBR,2023-05-15,3991
United Kingdom,GBR,2023-05-16,3890
United Kingdom,GBR,2023-05-17,4080
United Kingdom,GBR,2023-05-18,3701
United Kingdom,GBR,2023-05-19,3579
United Kingdom,GBR,2023-05-20,3445
United Kingdom,GBR,2023-05-21,3400
United Kingdom,GBR,2023-05-22,3318
United Kingdom,GBR,2023-05-23,3324
United Kingdom,GBR,2023-05-24,3580
United Kingdom,GBR,2023-05-25,3212
United Kingdom,GBR,2023-05-26,3177
United Kingdom,GBR,2023-05-27,3004
United Kingdom,GBR,2023-05-28,2949
United Kingdom,GBR,2023-05-29,3014
United Kingdom,GBR,2023-05-30,2950
United Kingdom,GBR,2023-05-31,3205
United Kingdom,GBR,2023-06-01,2771
United Kingdom,GBR,2023-06-02,2753
United Kingdom,GBR,2023-06-03,2599
United Kingdom,GBR,2023-06-04,2615
United Kingdom,GBR,2023-06-05,2608
United Kingdom,GBR,2023-06-06,2550
United Kingdom,GBR,2023-06-07,2728
United Kingdom,GBR,2023-06-08,2496
United Kingdom,GBR,2023-06-09,2438
United Kingdom,GBR,2023-06-10,2373
United Kingdom,GBR,2023-06-11,2364
United Kingdom,GBR,2023-06-12,2396
United Kingdom,GBR,2023-06-13,2343
United Kingdom,GBR,2023-06-14,2543
United Kingdom,GBR,2023-06-15,2234
United Kingdom,GBR,2023-06-16,2172
United Kingdom,GBR,2023-06-17,2090
United Kingdom,GBR,2023-06-18,2021
United Kingdom,GBR,2023-06-19,1997
United Kingdom,GBR,2023-06-20,1896
United Kingdom,GBR,2023-06-21,1990
United Kingdom,GBR,2023-06-22,1738
United Kingdom,GBR,2023-06-23,1596
United Kingdom,GBR,2023-06-24,1543
United Kingdom,GBR,2023-06-25,1490
United Kingdom,GBR,2023-06-26,1489
United Kingdom,GBR,2023-06-27,1436
United Kingdom,GBR,2023-06-28,1574
United Kingdom,GBR,2023-06-29,1331
United Kingdom,GBR,2023-06-30,1269
United Kingdom,GBR,2023-07-01,1239
United Kingdom,GBR,2023-07-02,1230
United Kingdom,GBR,2023-07-03,1205
United Kingdom,GBR,2023-07-04,1206
United Kingdom,GBR,2023-07-05,1315
United Kingdom,GBR,2023-07-06,1143
United Kingdom,GBR,2023-07-07,1140
United Kingdom,GBR,2023-07-08,1154
United Kingdom,GBR,2023-07-09,1154
United Kingdom,GBR,2023-07-10,1148
United Kingdom,GBR,2023-07-11,1146
United Kingdom,GBR,2023-07-12,1325
United States,USA,2020-07-15,33760
United States,USA,2020-07-16,38539
United States,USA,2020-07-17,40062
United States,USA,2020-07-18,40376
United States,USA,2020-07-19,37897
United States,USA,2020-07-20,41140
United States,USA,2020-07-21,42195
United States,USA,2020-07-22,46107
United States,USA,2020-07-23,47834
United States,USA,2020-07-24,46748
United States,USA,2020-07-25,51831
United States,USA,2020-07-26,43096
United States,USA,2020-07-27,47165
United States,USA,2020-07-28,48115
United States,USA,2020-07-29,45617
United States,USA,2020-07-30,46832
United States,USA,2020-07-31,46150
United States,USA,2020-08-01,50419
United States,USA,2020-08-02,50238
United States,USA,2020-08-03,45291
United States,USA,2020-08-04,45134
United States,USA,2020-08-05,44663
United States,USA,2020-08-06,43891
United States,USA,2020-08-07,43210
United States,USA,2020-08-08,41593
United States,USA,2020-08-09,41484
United States,USA,2020-08-10,42072
United States,USA,2020-08-11,41645
United States,USA,2020-08-12,41817
United States,USA,2020-08-13,41240
United States,USA,2020-08-14,39980
United States,USA,2020-08-15,38699
United States,USA,2020-08-16,38850
United States,USA,2020-08-17,39032
United States,USA,2020-08-18,38897
United States,USA,2020-08-19,38002
United States,USA,2020-08-20,37321
United States,USA,2020-08-21,35972
United States,USA,2020-08-22,34888
United States,USA,2020-08-23,34609
United States,USA,2020-08-24,34791
United States,USA,2020-08-25,34479
United States,USA,2020-08-26,33624
United States,USA,2020-08-27,33285
United States,USA,2020-08-28,31898
United States,USA,2020-08-29,31178
United States,USA,2020-08-30,31075
United States,USA,2020-08-31,31395
United States,USA,2020-09-01,31118
United States,USA,2020-09-02,30827
United States,USA,2020-09-03,30296
United States,USA,2020-09-04,29879
United States,USA,2020-09-05,28845
United States,USA,2020-09-06,28369
United States,USA,2020-09-07,28589
United States,USA,2020-09-08,28951
United States,USA,2020-09-09,28775
United States,USA,2020-09-10,28065
United States,USA,2020-09-11,27368
United States,USA,2020-09-12,26512
United States,USA,2020-09-13,26329
United States,USA,2020-09-14,26788
United States,USA,2020-09-15,26935
United States,USA,2020-09-16,26372
United States,USA,2020-09-17,26085
United States,USA,2020-09-18,25833
United States,USA,2020-09-19,25480
United States,USA,2020-09-20,25543
United States,USA,2020-09-21,26379
United States,USA,2020-09-22,26440
United States,USA,2020-09-23,26484
United States,USA,2020-09-24,26407
United States,USA,2020-09-25,26275
United States,USA,2020-09-26,25904
United States,USA,2020-09-27,25970
United States,USA,2020-09-28,27021
United States,USA,2020-09-29,27505
United States,USA,2020-09-30,27669
United States,USA,2020-10-01,27478
United States,USA,2020-10-02,27407
United States,USA,2020-10-03,27271
United States,USA,2020-10-04,27871
United States,USA,2020-10-05,28956
United States,USA,2020-10-06,29999
United States,USA,2020-10-07,30543
United States,USA,2020-10-08,31015
United States,USA,2020-10-09,31207
United States,USA,2020-10-10,30981
United States,USA,2020-10-11,31435
United States,USA,2020-10-12,32780
United States,USA,2020-10-13,33508
United States,USA,2020-10-14,33936
United States,USA,2020-10-15,34388
United States,USA,2020-10-16,34641
United States,USA,2020-10-17,34322
United States,USA,2020-10-18,35016
United States,USA,2020-10-19,36432
United States,USA,2020-10-20,37414
United States,USA,2020-10-21,38105
United States,USA,2020-10-22,38849
United States,USA,2020-10-23,39080
United States,USA,2020-10-24,39341
United States,USA,2020-10-25,39986
United States,USA,2020-10-26,41336
United States,USA,2020-10-27,42272
United States,USA,2020-10-28,43487
United States,USA,2020-10-29,44166
United States,USA,2020-10-30,45075
United States,USA,2020-10-31,45049
United States,USA,2020-11-01,46054
United States,USA,2020-11-02,47938
United States,USA,2020-11-03,49028
United States,USA,2020-11-04,50468
United States,USA,2020-11-05,51790
United States,USA,2020-11-06,52843
United States,USA,2020-11-07,53822
United States,USA,2020-11-08,55716
United States,USA,2020-11-09,58475
United States,USA,2020-11-10,61421
United States,USA,2020-11-11,63328
United States,USA,2020-11-12,65219
United States,USA,2020-11-13,66128
United States,USA,2020-11-14,67220
United States,USA,2020-11-15,69518
United States,USA,2020-11-16,73100
United States,USA,2020-11-17,75499
United States,USA,2020-11-18,77320
United States,USA,2020-11-19,78344
United States,USA,2020-11-20,79739
United States,USA,2020-11-21,79864
United States,USA,2020-11-22,81798
United States,USA,2020-11-23,84179
United States,USA,2020-11-24,86042
United States,USA,2020-11-25,87127
United States,USA,2020-11-26,86555
United States,USA,2020-11-27,88105
United States,USA,2020-11-28,89606
United States,USA,2020-11-29,92453
United States,USA,2020-11-30,95096
United States,USA,2020-12-01,96674
United States,USA,2020-12-02,97842
United States,USA,2020-12-03,97853
United States,USA,2020-12-04,98143
United States,USA,2020-12-05,97247
United States,USA,2020-12-06,98654
United States,USA,2020-12-07,101028
United States,USA,2020-12-08,102304
United States,USA,2020-12-09,104371
United States,USA,2020-12-10,105048
United States,USA,2020-12-11,105653
United States,USA,2020-12-12,105358
United States,USA,2020-12-13,107402
United States,USA,2020-12-14,109689
United States,USA,2020-12-15,110996
United States,USA,2020-12-16,111997
United States,USA,2020-12-17,112445
United States,USA,2020-12-18,112114
United States,USA,2020-12-19,111037
United States,USA,2020-12-20,112401
United States,USA,2020-12-21,114649
United States,USA,2020-12-22,117528
United States,USA,2020-12-23,118106
United States,USA,2020-12-24,116274
United States,USA,2020-12-25,113496
United States,USA,2020-12-26,115521
United States,USA,2020-12-27,118988
United States,USA,2020-12-28,121425
United States,USA,2020-12-29,122665
United States,USA,2020-12-30,123922
United States,USA,2020-12-31,123347
United States,USA,2021-01-01,121053
United States,USA,2021-01-02,122668
United States,USA,2021-01-03,125595
United States,USA,2021-01-04,127427
United States,USA,2021-01-05,128859
United States,USA,2021-01-06,129800
United States,USA,2021-01-07,128814
United States,USA,2021-01-08,127888
United States,USA,2021-01-09,126420
United States,USA,2021-01-10,126533
United States,USA,2021-01-11,127641
United States,USA,2021-01-12,127090
United States,USA,2021-01-13,126556
United States,USA,2021-01-14,133263
United States,USA,2021-01-15,123785
United States,USA,2021-01-16,121134
United States,USA,2021-01-17,120830
United States,USA,2021-01-18,120422
United States,USA,2021-01-19,119384
United States,USA,2021-01-20,117115
United States,USA,2021-01-21,114097
United States,USA,2021-01-22,111831
United States,USA,2021-01-23,108122
United States,USA,2021-01-24,107004
United States,USA,2021-01-25,106268
United States,USA,2021-01-26,104627
United States,USA,2021-01-27,102636
United States,USA,2021-01-28,100050
United States,USA,2021-01-29,96109
United States,USA,2021-01-30,92546
United States,USA,2021-01-31,91436
United States,USA,2021-02-01,90582
United States,USA,2021-02-02,89004
United States,USA,2021-02-03,87279
United States,USA,2021-02-04,84602
United States,USA,2021-02-05,82137
United States,USA,2021-02-06,79111
United States,USA,2021-02-07,77864
United States,USA,2021-02-08,76870
United States,USA,2021-02-09,75626
United States,USA,2021-02-10,72845
United States,USA,2021-02-11,70107
United States,USA,2021-02-12,67536
United States,USA,2021-02-13,64759
United States,USA,2021-02-14,63297
United States,USA,2021-02-15,62214
United States,USA,2021-02-16,61504
United States,USA,2021-02-17,62245
United States,USA,2021-02-18,58308
United States,USA,2021-02-19,56738
United States,USA,2021-02-20,54401
United States,USA,2021-02-21,53614
United States,USA,2021-02-22,53026
United States,USA,2021-02-23,51984
United States,USA,2021-02-24,50956
United States,USA,2021-02-25,49045
United States,USA,2021-02-26,47227
United States,USA,2021-02-27,45334
United States,USA,2021-02-28,44872
United States,USA,2021-03-01,43721
United States,USA,2021-03-02,42650
United States,USA,2021-03-03,42153
United States,USA,2021-03-04,40175
United States,USA,2021-03-05,39581
United States,USA,2021-03-06,38206
United States,USA,2021-03-07,37769
United States,USA,2021-03-08,37687
United States,USA,2021-03-09,37040
United States,USA,2021-03-10,36661
United States,USA,2021-03-11,35914
United States,USA,2021-03-12,35647
United States,USA,2021-03-13,34983
United States,USA,2021-03-14,34412
United States,USA,2021-03-15,34701
United States,USA,2021-03-16,34577
United States,USA,2021-03-17,34595
United States,USA,2021-03-18,34104
United States,USA,2021-03-19,34035
United States,USA,2021-03-20,33214
United States,USA,2021-03-21,33283
United States,USA,2021-03-22,33742
United States,USA,2021-03-23,33996
United States,USA,2021-03-24,34367
United States,USA,2021-03-25,34362
United States,USA,2021-03-26,34634
United States,USA,2021-03-27,33946
United States,USA,2021-03-28,34464
United States,USA,2021-03-29,35027
United States,USA,2021-03-30,35418
United States,USA,2021-03-31,35567
United States,USA,2021-04-01,35571
United States,USA,2021-04-02,35607
United States,USA,2021-04-03,35195
United States,USA,2021-04-04,35675
United States,USA,2021-04-05,36624
United States,USA,2021-04-06,37551
United States,USA,2021-04-07,37748
United States,USA,2021-04-08,37953
United States,USA,2021-04-09,37856
United States,USA,2021-04-10,37546
United States,USA,2021-04-11,38089
United States,USA,2021-04-12,38927
United States,USA,2021-04-13,39201
United States,USA,2021-04-14,39469
United States,USA,2021-04-15,39188
United States,USA,2021-04-16,39406
United States,USA,2021-04-17,39012
United States,USA,2021-04-18,39460
United States,USA,2021-04-19,40212
United States,USA,2021-04-20,40206
United States,USA,2021-04-21,40046
United States,USA,2021-04-22,39201
United States,USA,2021-04-23,38562
United States,USA,2021-04-24,37357
United States,USA,2021-04-25,37133
United States,USA,2021-04-26,37540
United States,USA,2021-04-27,37207
United States,USA,2021-04-28,36881
United States,USA,2021-04-29,35989
United States,USA,2021-04-30,35364
United States,USA,2021-05-01,34005
United States,USA,2021-05-02,33764
United States,USA,2021-05-03,33964
United States,USA,2021-05-04,33755
United States,USA,2021-05-05,33339
United States,USA,2021-05-06,32505
United States,USA,2021-05-07,31832
United States,USA,2021-05-08,30635
United States,USA,2021-05-09,30154
United States,USA,2021-05-10,29987
United States,USA,2021-05-11,29482
United States,USA,2021-05-12,29113
United States,USA,2021-05-13,28174
United States,USA,2021-05-14,27422
United States,USA,2021-05-15,26184
United States,USA,2021-05-16,25646
United States,USA,2021-05-17,25563
United States,USA,2021-05-18,25023
United States,USA,2021-05-19,24925
United States,USA,2021-05-20,23954
United States,USA,2021-05-21,23397
United States,USA,2021-05-22,22643
United States,USA,2021-05-23,22445
United States,USA,2021-05-24,22431
United States,USA,2021-05-25,22087
United States,USA,2021-05-26,21598
United States,USA,2021-05-27,21056
United States,USA,2021-05-28,20398
United States,USA,2021-05-29,19474
United States,USA,2021-05-30,19062
United States,USA,2021-05-31,18678
United States,USA,2021-06-01,18657
United States,USA,2021-06-02,18083
United States,USA,2021-06-03,17634
United States,USA,2021-06-04,16970
United States,USA,2021-06-05,16298
United States,USA,2021-06-06,15987
United States,USA,2021-06-07,15742
United States,USA,2021-06-08,15630
United States,USA,2021-06-09,15262
United States,USA,2021-06-10,14838
United States,USA,2021-06-11,14421
United States,USA,2021-06-12,13940
United States,USA,2021-06-13,13957
United States,USA,2021-06-14,13929
United States,USA,2021-06-15,13722
United States,USA,2021-06-16,13494
United States,USA,2021-06-17,13094
United States,USA,2021-06-18,12855
United States,USA,2021-06-19,12482
United States,USA,2021-06-20,12502
United States,USA,2021-06-21,12592
United States,USA,2021-06-22,12538
United States,USA,2021-06-23,12608
United States,USA,2021-06-24,12396
United States,USA,2021-06-25,12408
United States,USA,2021-06-26,12238
United States,USA,2021-06-27,12233
United States,USA,2021-06-28,12510
United States,USA,2021-06-29,12662
United States,USA,2021-06-30,12877
United States,USA,2021-07-01,12863
United States,USA,2021-07-02,13234
United States,USA,2021-07-03,12916
United States,USA,2021-07-04,13121
United States,USA,2021-07-05,13433
United States,USA,2021-07-06,13974
United States,USA,2021-07-07,14664
United States,USA,2021-07-08,15074
United States,USA,2021-07-09,15409
United States,USA,2021-07-10,15710
United States,USA,2021-07-11,16396
United States,USA,2021-07-12,17330
United States,USA,2021-07-13,18204
United States,USA,2021-07-14,19085
United States,USA,2021-07-15,19915
United States,USA,2021-07-16,20874
United States,USA,2021-07-17,21595
United States,USA,2021-07-18,22564
United States,USA,2021-07-19,24261
United States,USA,2021-07-20,25700
United States,USA,2021-07-21,27055
United States,USA,2021-07-22,28605
United States,USA,2021-07-23,30295
United States,USA,2021-07-24,31469
United States,USA,2021-07-25,33406
United States,USA,2021-07-26,35748
United States,USA,2021-07-27,38296
United States,USA,2021-07-28,40473
United States,USA,2021-07-29,42200
United States,USA,2021-07-30,44541
United States,USA,2021-07-31,46428
United States,USA,2021-08-01,48538
United States,USA,2021-08-02,51780
United States,USA,2021-08-03,54470
United States,USA,2021-08-04,56945
United States,USA,2021-08-05,59587
United States,USA,2021-08-06,62122
United States,USA,2021-08-07,63544
United States,USA,2021-08-08,66369
United States,USA,2021-08-09,69838
United States,USA,2021-08-10,72521
United States,USA,2021-08-11,74823
United States,USA,2021-08-12,76968
United States,USA,2021-08-13,78580
United States,USA,2021-08-14,79622
United States,USA,2021-08-15,81624
United States,USA,2021-08-16,84313
United States,USA,2021-08-17,86744
United States,USA,2021-08-18,88626
United States,USA,2021-08-19,89428
United States,USA,2021-08-20,90191
United States,USA,2021-08-21,90417
United States,USA,2021-08-22,92239
United States,USA,2021-08-23,94682
United States,USA,2021-08-24,95992
United States,USA,2021-08-25,95976
United States,USA,2021-08-26,96370
United States,USA,2021-08-27,96192
United States,USA,2021-08-28,95071
United States,USA,2021-08-29,96125
United States,USA,2021-08-30,97200
United States,USA,2021-08-31,97821
United States,USA,2021-09-01,97992
United States,USA,2021-09-02,97811
United States,USA,2021-09-03,96835
United States,USA,2021-09-04,95082
United States,USA,2021-09-05,95280
United States,USA,2021-09-06,95910
United States,USA,2021-09-07,96810
United States,USA,2021-09-08,96485
United States,USA,2021-09-09,95684
United States,USA,2021-09-10,94559
United States,USA,2021-09-11,91979
United States,USA,2021-09-12,91541
United States,USA,2021-09-13,92158
United States,USA,2021-09-14,90633
United States,USA,2021-09-15,89538
United States,USA,2021-09-16,88250
United States,USA,2021-09-17,86780
United States,USA,2021-09-18,84475
United States,USA,2021-09-19,83494
United States,USA,2021-09-20,83675
United States,USA,2021-09-21,82358
United States,USA,2021-09-22,80843
United States,USA,2021-09-23,79242
United States,USA,2021-09-24,77387
United States,USA,2021-09-25,74807
United States,USA,2021-09-26,74161
United States,USA,2021-09-27,73886
United States,USA,2021-09-28,72525
United States,USA,2021-09-29,70704
United States,USA,2021-09-30,68918
United States,USA,2021-10-01,67124
United States,USA,2021-10-02,64834
United States,USA,2021-10-03,64381
United States,USA,2021-10-04,64487
United States,USA,2021-10-05,63508
United States,USA,2021-10-06,62376
United States,USA,2021-10-07,61095
United States,USA,2021-10-08,59461
United States,USA,2021-10-09,57940
United States,USA,2021-10-10,57496
United States,USA,2021-10-11,57618
United States,USA,2021-10-12,56985
United States,USA,2021-10-13,55885
United States,USA,2021-10-14,54564
United States,USA,2021-10-15,53358
United States,USA,2021-10-16,51837
United States,USA,2021-10-17,51504
United States,USA,2021-10-18,51723
United States,USA,2021-10-19,50595
United States,USA,2021-10-20,49311
United States,USA,2021-10-21,48405
United States,USA,2021-10-22,47454
United States,USA,2021-10-23,46398
United States,USA,2021-10-24,46114
United States,USA,2021-10-25,46380
United States,USA,2021-10-26,45821
United States,USA,2021-10-27,45003
United States,USA,2021-10-28,44195
United States,USA,2021-10-29,43513
United States,USA,2021-10-30,42766
United States,USA,2021-10-31,42513
United States,USA,2021-11-01,42623
United States,USA,2021-11-02,42291
United States,USA,2021-11-03,41982
United States,USA,2021-11-04,41357
United States,USA,2021-11-05,40945
United States,USA,2021-11-06,40176
United States,USA,2021-11-07,40472
United States,USA,2021-11-08,41349
United States,USA,2021-11-09,41731
United States,USA,2021-11-10,41806
United States,USA,2021-11-11,41718
United States,USA,2021-11-12,41633
United States,USA,2021-11-13,41372
United States,USA,2021-11-14,41872
United States,USA,2021-11-15,43286
United States,USA,2021-11-16,44010
United States,USA,2021-11-17,44366
United States,USA,2021-11-18,45095
United States,USA,2021-11-19,45157
United States,USA,2021-11-20,44825
United States,USA,2021-11-21,45373
United States,USA,2021-11-22,46834
United States,USA,2021-11-23,47703
United States,USA,2021-11-24,47901
United States,USA,2021-11-25,47297
United States,USA,2021-11-26,48189
United States,USA,2021-11-27,49069
United States,USA,2021-11-28,50165
United States,USA,2021-11-29,51813
United States,USA,2021-11-30,52644
United States,USA,2021-12-01,53311
United States,USA,2021-12-02,53587
United States,USA,2021-12-03,54392
United States,USA,2021-12-04,54572
United States,USA,2021-12-05,55670
United States,USA,2021-12-06,57447
United States,USA,2021-12-07,58938
United States,USA,2021-12-08,59721
United States,USA,2021-12-09,60371
United States,USA,2021-12-10,61162
United States,USA,2021-12-11,60921
United States,USA,2021-12-12,61722
United States,USA,2021-12-13,63084
United States,USA,2021-12-14,63244
United States,USA,2021-12-15,63226
United States,USA,2021-12-16,63105
United States,USA,2021-12-17,63090
United States,USA,2021-12-18,62004
United States,USA,2021-12-19,62545
United States,USA,2021-12-20,63764
United States,USA,2021-12-21,64086
United States,USA,2021-12-22,65043
United States,USA,2021-12-23,65661
United States,USA,2021-12-24,65821
United States,USA,2021-12-25,66446
United States,USA,2021-12-26,69732
United States,USA,2021-12-27,74692
United States,USA,2021-12-28,79671
United States,USA,2021-12-29,85506
United States,USA,2021-12-30,89961
United States,USA,2021-12-31,93776
United States,USA,2022-01-01,96539
United States,USA,2022-01-02,102671
United States,USA,2022-01-03,108761
United States,USA,2022-01-04,114846
United States,USA,2022-01-05,121444
United States,USA,2022-01-06,126976
United States,USA,2022-01-07,131874
United States,USA,2022-01-08,133576
United States,USA,2022-01-09,137251
United States,USA,2022-01-10,142248
United States,USA,2022-01-11,145834
United States,USA,2022-01-12,149670
United States,USA,2022-01-13,151006
United States,USA,2022-01-14,152033
United States,USA,2022-01-15,149478
United States,USA,2022-01-16,149973
United States,USA,2022-01-17,150873
United States,USA,2022-01-18,153220
United States,USA,2022-01-19,154497
United States,USA,2022-01-20,152923
United States,USA,2022-01-21,150229
United States,USA,2022-01-22,145668
United States,USA,2022-01-23,144757
United States,USA,2022-01-24,144760
United States,USA,2022-01-25,143297
United States,USA,2022-01-26,141674
United States,USA,2022-01-27,137503
United States,USA,2022-01-28,133318
United States,USA,2022-01-29,127041
United States,USA,2022-01-30,125816
United States,USA,2022-01-31,124054
United States,USA,2022-02-01,120533
United States,USA,2022-02-02,117164
United States,USA,2022-02-03,112652
United States,USA,2022-02-04,107664
United States,USA,2022-02-05,101670
United States,USA,2022-02-06,99064
United States,USA,2022-02-07,97280
United States,USA,2022-02-08,93609
United States,USA,2022-02-09,90113
United States,USA,2022-02-10,86034
United States,USA,2022-02-11,81494
United States,USA,2022-02-12,76807
United States,USA,2022-02-13,74334
United States,USA,2022-02-14,72085
United States,USA,2022-02-15,68705
United States,USA,2022-02-16,65247
United States,USA,2022-02-17,61859
United States,USA,2022-02-18,58681
United States,USA,2022-02-19,54814
United States,USA,2022-02-20,52974
United States,USA,2022-02-21,51305
United States,USA,2022-02-22,49428
United States,USA,2022-02-23,47038
United States,USA,2022-02-24,44380
United States,USA,2022-02-25,42035
United States,USA,2022-02-26,39278
United States,USA,2022-02-27,37964
United States,USA,2022-02-28,36982
United States,USA,2022-03-01,35342
United States,USA,2022-03-02,33770
United States,USA,2022-03-03,31996
United States,USA,2022-03-04,29869
United States,USA,2022-03-05,27801
United States,USA,2022-03-06,27011
United States,USA,2022-03-07,26401
United States,USA,2022-03-08,25188
United States,USA,2022-03-09,24175
United States,USA,2022-03-10,22841
United States,USA,2022-03-11,21501
United States,USA,2022-03-12,20232
United States,USA,2022-03-13,19546
United States,USA,2022-03-14,19020
United States,USA,2022-03-15,18519
United States,USA,2022-03-16,17945
United States,USA,2022-03-17,17394
United States,USA,2022-03-18,16540
United States,USA,2022-03-19,15659
United States,USA,2022-03-20,15341
United States,USA,2022-03-21,15071
United States,USA,2022-03-22,14553
United States,USA,2022-03-23,14170
United States,USA,2022-03-24,13623
United States,USA,2022-03-25,13100
United States,USA,2022-03-26,12574
United States,USA,2022-03-27,12203
United States,USA,2022-03-28,12094
United States,USA,2022-03-29,11810
United States,USA,2022-03-30,11545
United States,USA,2022-03-31,11294
United States,USA,2022-04-01,10900
United States,USA,2022-04-02,10526
United States,USA,2022-04-03,10380
United States,USA,2022-04-04,10515
United States,USA,2022-04-05,10479
United States,USA,2022-04-06,10418
United States,USA,2022-04-07,10402
United States,USA,2022-04-08,10218
United States,USA,2022-04-09,9875
United States,USA,2022-04-10,9866
United States,USA,2022-04-11,10090
United States,USA,2022-04-12,10112
United States,USA,2022-04-13,10163
United States,USA,2022-04-14,10199
United States,USA,2022-04-15,10298
United States,USA,2022-04-16,9958
United States,USA,2022-04-17,10152
United States,USA,2022-04-18,10413
United States,USA,2022-04-19,10676
United States,USA,2022-04-20,10919
United States,USA,2022-04-21,11101
United States,USA,2022-04-22,11205
United States,USA,2022-04-23,11236
United States,USA,2022-04-24,11460
United States,USA,2022-04-25,11920
United States,USA,2022-04-26,12352
United States,USA,2022-04-27,12756
United States,USA,2022-04-28,12926
United States,USA,2022-04-29,13009
United States,USA,2022-04-30,12851
United States,USA,2022-05-01,13150
United States,USA,2022-05-02,13807
United States,USA,2022-05-03,14229
United States,USA,2022-05-04,14555
United States,USA,2022-05-05,14869
United States,USA,2022-05-06,14941
United States,USA,2022-05-07,15051
United States,USA,2022-05-08,15307
United States,USA,2022-05-09,15618
United States,USA,2022-05-10,16288
United States,USA,2022-05-11,16772
United States,USA,2022-05-12,17349
United States,USA,2022-05-13,17840
United States,USA,2022-05-14,17906
United States,USA,2022-05-15,18359
United States,USA,2022-05-16,19377
United States,USA,2022-05-17,20075
United States,USA,2022-05-18,20473
United States,USA,2022-05-19,20650
United States,USA,2022-05-20,20903
United States,USA,2022-05-21,20623
United States,USA,2022-05-22,21051
United States,USA,2022-05-23,21887
United States,USA,2022-05-24,22040
