Entity,Code,Day,Weekly cases
United Kingdom,GBR,2023-10-07,17236
United Kingdom,GBR,2023-10-08,17083
United Kingdom,GBR,2023-10-09,16683
United Kingdom,GBR,2023-10-10,16235
United Kingdom,GBR,2023-10-11,15829
United Kingdom,GBR,2023-10-12,15181
United Kingdom,GBR,2023-10-13,14629
United Kingdom,GBR,2023-10-14,13910
United Kingdom,GBR,2023-10-15,13260
United Kingdom,GBR,2023-10-16,12709
United Kingdom,GBR,2023-10-17,11835
United Kingdom,GBR,2023-10-18,11007
United Kingdom,GBR,2023-10-19,10366
United Kingdom,GBR,2023-10-20,9841
United Kingdom,GBR,2023-10-21,9616
United Kingdom,GBR,2023-10-22,9271
United Kingdom,GBR,2023-10-23,9008
United Kingdom,GBR,2023-10-24,8775
United Kingdom,GBR,2023-10-25,8496
United Kingdom,GBR,2023-10-26,8243
United Kingdom,GBR,2023-10-27,7858
United Kingdom,GBR,2023-10-28,7542
United Kingdom,GBR,2023-10-29,7325
United Kingdom,GBR,2023-10-30,13041
United Kingdom,GBR,2023-10-31,12037
United Kingdom,GBR,2023-11-01,10834
United Kingdom,GBR,2023-11-02,9641
United Kingdom,GBR,2023-11-03,8599
United Kingdom,GBR,2023-11-04,7559
United Kingdom,GBR,2023-11-05,6597
United Kingdom,GBR,2023-11-06,4868
United Kingdom,GBR,2023-11-07,4868
United Kingdom,GBR,2023-11-08,4868
United Kingdom,GBR,2023-11-09,4868
United Kingdom,GBR,2023-11-10,4868
United Kingdom,GBR,2023-11-11,4868
United Kingdom,GBR,2023-11-12,4868
United Kingdom,GBR,2023-11-13,5220
United Kingdom,GBR,2023-11-14,5220
United Kingdom,GBR,2023-11-15,5220
United Kingdom,GBR,2023-11-16,5220
United Kingdom,GBR,2023-11-17,5220
United Kingdom,GBR,2023-11-18,5220
United Kingdom,GBR,2023-11-19,5220
United Kingdom,GBR,2023-11-20,4731
United Kingdom,GBR,2023-11-21,4731
United Kingdom,GBR,2023-11-22,4731
United Kingdom,GBR,2023-11-23,4731
United Kingdom,GBR,2023-11-24,4731
United Kingdom,GBR,2023-11-25,4731
United Kingdom,GBR,2023-11-26,4731
United Kingdom,GBR,2023-11-27,5389
United Kingdom,GBR,2023-11-28,5389
United Kingdom,GBR,2023-11-29,5389
United Kingdom,GBR,2023-11-30,5389
United Kingdom,GBR,2023-12-01,5389
United Kingdom,GBR,2023-12-02,5389
United Kingdom,GBR,2023-12-03,5389
United Kingdom,GBR,2023-12-04,7542
United Kingdom,GBR,2023-12-05,7542
United Kingdom,GBR,2023-12-06,7542
United Kingdom,GBR,2023-12-07,7542
United Kingdom,GBR,2023-12-08,7542
United Kingdom,GBR,2023-12-09,7542
United Kingdom,GBR,2023-12-10,7542
United Kingdom,GBR,2023-12-11,9462
United Kingdom,GBR,2023-12-12,9462
United Kingdom,GBR,2023-12-13,9462
United Kingdom,GBR,2023-12-14,9462
United Kingdom,GBR,2023-12-15,9462
United Kingdom,GBR,2023-12-16,9462
United Kingdom,GBR,2023-12-17,9462
United Kingdom,GBR,2023-12-18,10703
United Kingdom,GBR,2023-12-19,10703
United Kingdom,GBR,2023-12-20,10703
United Kingdom,GBR,2023-12-21,10703
United Kingdom,GBR,2023-12-22,10703
United Kingdom,GBR,2023-12-23,10703
United Kingdom,GBR,2023-12-24,10703
United Kingdom,GBR,2023-12-25,10153
United Kingdom,GBR,2023-12-26,10153
United Kingdom,GBR,2023-12-27,10153
United Kingdom,GBR,2023-12-28,10153
United Kingdom,GBR,2023-12-29,10153
United Kingdom,GBR,2023-12-30,10153
United Kingdom,GBR,2023-12-31,10153
United Kingdom,GBR,2024-01-01,8845
United Kingdom,GBR,2024-01-02,8845
United Kingdom,GBR,2024-01-03,8845
United Kingdom,GBR,2024-01-04,8845
United Kingdom,GBR,2024-01-05,8845
United Kingdom,GBR,2024-01-06,8845
United Kingdom,GBR,2024-01-07,8845
United Kingdom,GBR,2024-01-08,6756
United Kingdom,GBR,2024-01-09,6756
United Kingdom,GBR,2024-01-10,6756
United Kingdom,GBR,2024-01-11,6756
United Kingdom,GBR,2024-01-12,6756
United Kingdom,GBR,2024-01-13,6756
United Kingdom,GBR,2024-01-14,6756
United Kingdom,GBR,2024-01-15,6539
United Kingdom,GBR,2024-01-16,6539
United Kingdom,GBR,2024-01-17,6539
United Kingdom,GBR,2024-01-18,6539
United Kingdom,GBR,2024-01-19,6539
United Kingdom,GBR,2024-01-20,6539
United Kingdom,GBR,2024-01-21,6539
United Kingdom,GBR,2024-01-22,6599
United Kingdom,GBR,2024-01-23,6599
United Kingdom,GBR,2024-01-24,6599
United Kingdom,GBR,2024-01-25,6599
United Kingdom,GBR,2024-01-26,6599
United Kingdom,GBR,2024-01-27,6599
United Kingdom,GBR,2024-01-28,6599
United Kingdom,GBR,2024-01-29,5157
United Kingdom,GBR,2024-01-30,5157
United Kingdom,GBR,2024-01-31,5157
United Kingdom,GBR,2024-02-01,5157
United Kingdom,GBR,2024-02-02,5157
United Kingdom,GBR,2024-02-03,5157
United Kingdom,GBR,2024-02-04,5157
United Kingdom,GBR,2024-02-05,4067
United Kingdom,GBR,2024-02-06,4067
United Kingdom,GBR,2024-02-07,4067
United Kingdom,GBR,2024-02-08,4067
United Kingdom,GBR,2024-02-09,4067
United Kingdom,GBR,2024-02-10,4067
United Kingdom,GBR,2024-02-11,4067
United Kingdom,GBR,2024-02-12,2877
United Kingdom,GBR,2024-02-13,2877
United Kingdom,GBR,2024-02-14,2877
United Kingdom,GBR,2024-02-15,2877
United Kingdom,GBR,2024-02-16,2877
United Kingdom,GBR,2024-02-17,2877
United Kingdom,GBR,2024-02-18,2877
United Kingdom,GBR,2024-02-19,1977
United Kingdom,GBR,2024-02-20,1977
United Kingdom,GBR,2024-02-21,1977
United Kingdom,GBR,2024-02-22,1977
United Kingdom,GBR,2024-02-23,1977
United Kingdom,GBR,2024-02-24,1977
United Kingdom,GBR,2024-02-25,1977
United Kingdom,GBR,2024-02-26,1570
United Kingdom,GBR,2024-02-27,1570
United Kingdom,GBR,2024-02-28,1570
United Kingdom,GBR,2024-02-29,1570
United Kingdom,GBR,2024-03-01,1570
United Kingdom,GBR,2024-03-02,1570
United Kingdom,GBR,2024-03-03,1570
United Kingdom,GBR,2024-03-04,1605
United Kingdom,GBR,2024-03-05,1605
United Kingdom,GBR,2024-03-06,1605
United Kingdom,GBR,2024-03-07,1605
United Kingdom,GBR,2024-03-08,1605
United Kingdom,GBR,2024-03-09,1605
United Kingdom,GBR,2024-03-10,1605
United Kingdom,GBR,2024-03-11,1719
United Kingdom,GBR,2024-03-12,1719
United Kingdom,GBR,2024-03-13,1719
United Kingdom,GBR,2024-03-14,1719
United Kingdom,GBR,2024-03-15,1719
United Kingdom,GBR,2024-03-16,1719
United Kingdom,GBR,2024-03-17,1719
United Kingdom,GBR,2024-03-18,1503
United Kingdom,GBR,2024-03-19,1503
United Kingdom,GBR,2024-03-20,1503
United Kingdom,GBR,2024-03-21,1503
United Kingdom,GBR,2024-03-22,1503
United Kingdom,GBR,2024-03-23,1503
United Kingdom,GBR,2024-03-24,1503
United Kingdom,GBR,2024-03-25,1455
United Kingdom,GBR,2024-03-26,1455
United Kingdom,GBR,2024-03-27,1455
United Kingdom,GBR,2024-03-28,1455
United Kingdom,GBR,2024-03-29,1455
United Kingdom,GBR,2024-03-30,1455
United Kingdom,GBR,2024-03-31,1455
United Kingdom,GBR,2024-04-01,1577
United Kingdom,GBR,2024-04-02,1577
United Kingdom,GBR,2024-04-03,1577
United Kingdom,GBR,2024-04-04,1577
United Kingdom,GBR,2024-04-05,1577
United Kingdom,GBR,2024-04-06,1577
United Kingdom,GBR,2024-04-07,1577
United Kingdom,GBR,2024-04-08,1480
United Kingdom,GBR,2024-04-09,1480
United Kingdom,GBR,2024-04-10,1480
United Kingdom,GBR,2024-04-11,1480
United Kingdom,GBR,2024-04-12,1480
United Kingdom,GBR,2024-04-13,1480
United Kingdom,GBR,2024-04-14,1480
United Kingdom,GBR,2024-04-15,1628
United Kingdom,GBR,2024-04-16,1628
United Kingdom,GBR,2024-04-17,1628
United Kingdom,GBR,2024-04-18,1628
United Kingdom,GBR,2024-04-19,1628
United Kingdom,GBR,2024-04-20,1628
United Kingdom,GBR,2024-04-21,1628
United Kingdom,GBR,2024-04-22,2050
United Kingdom,GBR,2024-04-23,2050
United Kingdom,GBR,2024-04-24,2050
United Kingdom,GBR,2024-04-25,2050
United Kingdom,GBR,2024-04-26,2050
United Kingdom,GBR,2024-04-27,2050
United Kingdom,GBR,2024-04-28,2050
United Kingdom,GBR,2024-04-29,2847
United Kingdom,GBR,2024-04-30,2847
United Kingdom,GBR,2024-05-01,2847
United Kingdom,GBR,2024-05-02,2847
United Kingdom,GBR,2024-05-03,2847
United Kingdom,GBR,2024-05-04,2847
United Kingdom,GBR,2024-05-05,2847
United Kingdom,GBR,2024-05-06,2949
United Kingdom,GBR,2024-05-07,2949
United Kingdom,GBR,2024-05-08,2949
United Kingdom,GBR,2024-05-09,2949
United Kingdom,GBR,2024-05-10,2949
United Kingdom,GBR,2024-05-11,2949
United Kingdom,GBR,2024-05-12,2949
United Kingdom,GBR,2024-05-13,2596
United Kingdom,GBR,2024-05-14,2596
United Kingdom,GBR,2024-05-15,2596
United Kingdom,GBR,2024-05-16,2596
United Kingdom,GBR,2024-05-17,2596
United Kingdom,GBR,2024-05-18,2596
United Kingdom,GBR,2024-05-19,2596
United Kingdom,GBR,2024-05-20,2282
United Kingdom,GBR,2024-05-21,2282
United Kingdom,GBR,2024-05-22,2282
United Kingdom,GBR,2024-05-23,2282
United Kingdom,GBR,2024-05-24,2282
United Kingdom,GBR,2024-05-25,2282
United Kingdom,GBR,2024-05-26,2282
United Kingdom,GBR,2024-05-27,2415
United Kingdom,GBR,2024-05-28,2415
United Kingdom,GBR,2024-05-29,2415
United Kingdom,GBR,2024-05-30,2415
United Kingdom,GBR,2024-05-31,2415
United Kingdom,GBR,2024-06-01,2415
United Kingdom,GBR,2024-06-02,2415
United Kingdom,GBR,2024-06-03,2873
United Kingdom,GBR,2024-06-04,2873
United Kingdom,GBR,2024-06-05,2873
United Kingdom,GBR,2024-06-06,2873
United Kingdom,GBR,2024-06-07,2873
United Kingdom,GBR,2024-06-08,2873
United Kingdom,GBR,2024-06-09,2873
United Kingdom,GBR,2024-06-10,3847
United Kingdom,GBR,2024-06-11,3847
United Kingdom,GBR,2024-06-12,3847
United Kingdom,GBR,2024-06-13,3847
United Kingdom,GBR,2024-06-14,3847
United Kingdom,GBR,2024-06-15,3847
United Kingdom,GBR,2024-06-16,3847
United Kingdom,GBR,2024-06-17,4843
United Kingdom,GBR,2024-06-18,4843
United Kingdom,GBR,2024-06-19,4843
United Kingdom,GBR,2024-06-20,4843
United Kingdom,GBR,2024-06-21,4843
United Kingdom,GBR,2024-06-22,4843
United Kingdom,GBR,2024-06-23,4843
United Kingdom,GBR,2024-06-24,4857
United Kingdom,GBR,2024-06-25,4857
United Kingdom,GBR,2024-06-26,4857
United Kingdom,GBR,2024-06-27,4857
United Kingdom,GBR,2024-06-28,4857
United Kingdom,GBR,2024-06-29,4857
United Kingdom,GBR,2024-06-30,4857
United Kingdom,GBR,2024-07-01,4752
United Kingdom,GBR,2024-07-02,4752
United Kingdom,GBR,2024-07-03,4752
United Kingdom,GBR,2024-07-04,4752
United Kingdom,GBR,2024-07-05,4752
United Kingdom,GBR,2024-07-06,4752
United Kingdom,GBR,2024-07-07,4752
United Kingdom,GBR,2024-07-08,5268
United Kingdom,GBR,2024-07-09,5268
United Kingdom,GBR,2024-07-10,5268
United Kingdom,GBR,2024-07-11,5268
United Kingdom,GBR,2024-07-12,5268
United Kingdom,GBR,2024-07-13,5268
United Kingdom,GBR,2024-07-14,5268
United Kingdom,GBR,2024-07-15,5108
United Kingdom,GBR,2024-07-16,5108
United Kingdom,GBR,2024-07-17,5108
United Kingdom,GBR,2024-07-18,5108
United Kingdom,GBR,2024-07-19,5108
United Kingdom,GBR,2024-07-20,5108
United Kingdom,GBR,2024-07-21,5108
United Kingdom,GBR,2024-07-22,4211
United Kingdom,GBR,2024-07-23,4211
United Kingdom,GBR,2024-07-24,4211
United Kingdom,GBR,2024-07-25,4211
United Kingdom,GBR,2024-07-26,4211
United Kingdom,GBR,2024-07-27,4211
United Kingdom,GBR,2024-07-28,4211
United Kingdom,GBR,2024-07-29,3490
United Kingdom,GBR,2024-07-30,3490
United Kingdom,GBR,2024-07-31,3490
United Kingdom,GBR,2024-08-01,3490
United Kingdom,GBR,2024-08-02,3490
United Kingdom,GBR,2024-08-03,3490
United Kingdom,GBR,2024-08-04,3490
United Kingdom,GBR,2024-08-05,2589
United Kingdom,GBR,2024-08-06,2589
United Kingdom,GBR,2024-08-07,2589
United Kingdom,GBR,2024-08-08,2589
United Kingdom,GBR,2024-08-09,2589
United Kingdom,GBR,2024-08-10,2589
United Kingdom,GBR,2024-08-11,2589
United Kingdom,GBR,2024-08-12,2230
United Kingdom,GBR,2024-08-13,2230
United Kingdom,GBR,2024-08-14,2230
United Kingdom,GBR,2024-08-15,2230
United Kingdom,GBR,2024-08-16,2230
United Kingdom,GBR,2024-08-17,2230
United Kingdom,GBR,2024-08-18,2230
United Kingdom,GBR,2024-08-19,2039
United Kingdom,GBR,2024-08-20,2039
United Kingdom,GBR,2024-08-21,2039
United Kingdom,GBR,2024-08-22,2039
United Kingdom,GBR,2024-08-23,2039
United Kingdom,GBR,2024-08-24,2039
United Kingdom,GBR,2024-08-25,2039
United Kingdom,GBR,2024-08-26,2237
United Kingdom,GBR,2024-08-27,2237
United Kingdom,GBR,2024-08-28,2237
United Kingdom,GBR,2024-08-29,2237
United Kingdom,GBR,2024-08-30,2237
United Kingdom,GBR,2024-08-31,2237
United Kingdom,GBR,2024-09-01,2237
United Kingdom,GBR,2024-09-02,2309
United Kingdom,GBR,2024-09-03,2309
United Kingdom,GBR,2024-09-04,2309
United Kingdom,GBR,2024-09-05,2309
United Kingdom,GBR,2024-09-06,2309
United Kingdom,GBR,2024-09-07,2309
United Kingdom,GBR,2024-09-08,2309
United Kingdom,GBR,2024-09-09,2413
United Kingdom,GBR,2024-09-10,2413
United Kingdom,GBR,2024-09-11,2413
United Kingdom,GBR,2024-09-12,2413
United Kingdom,GBR,2024-09-13,2413
United Kingdom,GBR,2024-09-14,2413
United Kingdom,GBR,2024-09-15,2413
United Kingdom,GBR,2024-09-16,3380
United Kingdom,GBR,2024-09-17,3380
United Kingdom,GBR,2024-09-18,3380
United Kingdom,GBR,2024-09-19,3380
United Kingdom,GBR,2024-09-20,3380
United Kingdom,GBR,2024-09-21,3380
United Kingdom,GBR,2024-09-22,3380
United Kingdom,GBR,2024-09-23,3443
United Kingdom,GBR,2024-09-24,3443
United Kingdom,GBR,2024-09-25,3443
United Kingdom,GBR,2024-09-26,3443
United Kingdom,GBR,2024-09-27,3443
United Kingdom,GBR,2024-09-28,3443
United Kingdom,GBR,2024-09-29,3443
United Kingdom,GBR,2024-09-30,3827
United Kingdom,GBR,2024-10-01,3827
United Kingdom,GBR,2024-10-02,3827
United Kingdom,GBR,2024-10-03,3827
United Kingdom,GBR,2024-10-04,3827
United Kingdom,GBR,2024-10-05,3827
United Kingdom,GBR,2024-10-06,3827
United Kingdom,GBR,2024-10-07,3968
United Kingdom,GBR,2024-10-08,3968
United Kingdom,GBR,2024-10-09,3968
United Kingdom,GBR,2024-10-10,3968
United Kingdom,GBR,2024-10-11,3968
United Kingdom,GBR,2024-10-12,3968
United Kingdom,GBR,2024-10-13,3968
United Kingdom,GBR,2024-10-14,3811
United Kingdom,GBR,2024-10-15,3811
United Kingdom,GBR,2024-10-16,3811
United Kingdom,GBR,2024-10-17,3811
United Kingdom,GBR,2024-10-18,3811
United Kingdom,GBR,2024-10-19,3811
United Kingdom,GBR,2024-10-20,3811
United Kingdom,GBR,2024-10-21,2918
United Kingdom,GBR,2024-10-22,2918
United Kingdom,GBR,2024-10-23,2918
United Kingdom,GBR,2024-10-24,2918
United Kingdom,GBR,2024-10-25,2918
United Kingdom,GBR,2024-10-26,2918
United Kingdom,GBR,2024-10-27,2918
United Kingdom,GBR,2024-10-28,1957
United Kingdom,GBR,2024-10-29,1957
United Kingdom,GBR,2024-10-30,1957
United Kingdom,GBR,2024-10-31,1957
United Kingdom,GBR,2024-11-01,1957
United Kingdom,GBR,2024-11-02,1957
United Kingdom,GBR,2024-11-03,1957
United Kingdom,GBR,2024-11-04,279
United Kingdom,GBR,2024-11-05,279
United Kingdom,GBR,2024-11-06,279
United Kingdom,GBR,2024-11-07,279
United Kingdom,GBR,2024-11-08,279
United Kingdom,GBR,2024-11-09,279
United Kingdom,GBR,2024-11-10,279
United Kingdom,GBR,2024-11-11,229
United Kingdom,GBR,2024-11-12,229
United Kingdom,GBR,2024-11-13,229
United Kingdom,GBR,2024-11-14,229
United Kingdom,GBR,2024-11-15,229
United Kingdom,GBR,2024-11-16,229
United Kingdom,GBR,2024-11-17,229
United States,USA,2020-01-09,0
United States,USA,2020-01-10,0
United States,USA,2020-01-11,0
United States,USA,2020-01-12,0
United States,USA,2020-01-13,0
United States,USA,2020-01-14,0
United States,USA,2020-01-15,0
United States,USA,2020-01-16,0
United States,USA,2020-01-17,0
United States,USA,2020-01-18,0
United States,USA,2020-01-19,0
United States,USA,2020-01-20,1
United States,USA,2020-01-21,1
United States,USA,2020-01-22,1
United States,USA,2020-01-23,1
United States,USA,2020-01-24,1
United States,USA,2020-01-25,6
United States,USA,2020-01-26,7
United States,USA,2020-01-27,6
United States,USA,2020-01-28,7
United States,USA,2020-01-29,7
United States,USA,2020-01-30,7
United States,USA,2020-01-31,7
United States,USA,2020-02-01,2
United States,USA,2020-02-02,2
United States,USA,2020-02-03,3
United States,USA,2020-02-04,5
United States,USA,2020-02-05,9
United States,USA,2020-02-06,11
United States,USA,2020-02-07,11
United States,USA,2020-02-08,11
United States,USA,2020-02-09,11
United States,USA,2020-02-10,10
United States,USA,2020-02-11,7
United States,USA,2020-02-12,3
United States,USA,2020-02-13,1
United States,USA,2020-02-14,3
United States,USA,2020-02-15,4
United States,USA,2020-02-16,4
United States,USA,2020-02-17,4
United States,USA,2020-02-18,4
United States,USA,2020-02-19,6
United States,USA,2020-02-20,11
United States,USA,2020-02-21,12
United States,USA,2020-02-22,12
United States,USA,2020-02-23,16
United States,USA,2020-02-24,24
United States,USA,2020-02-25,24
United States,USA,2020-02-26,26
United States,USA,2020-02-27,25
United States,USA,2020-02-28,30
United States,USA,2020-02-29,34
United States,USA,2020-03-01,33
United States,USA,2020-03-02,34
United States,USA,2020-03-03,52
United States,USA,2020-03-04,83
United States,USA,2020-03-05,130
United States,USA,2020-03-06,192
United States,USA,2020-03-07,265
United States,USA,2020-03-08,391
United States,USA,2020-03-09,528
United States,USA,2020-03-10,722
United States,USA,2020-03-11,1077
United States,USA,2020-03-12,1523
United States,USA,2020-03-13,1978
United States,USA,2020-03-14,2627
United States,USA,2020-03-15,3465
United States,USA,2020-03-16,4538
United States,USA,2020-03-17,6461
United States,USA,2020-03-18,8440
United States,USA,2020-03-19,11172
United States,USA,2020-03-20,15509
United States,USA,2020-03-21,20895
United States,USA,2020-03-22,27486
United States,USA,2020-03-23,35377
United States,USA,2020-03-24,44007
United States,USA,2020-03-25,52392
United States,USA,2020-03-26,60495
United States,USA,2020-03-27,69748
United States,USA,2020-03-28,82109
United States,USA,2020-03-29,94894
United States,USA,2020-03-30,106457
United States,USA,2020-03-31,121853
United States,USA,2020-04-01,126635
United States,USA,2020-04-02,138563
United States,USA,2020-04-03,153122
United States,USA,2020-04-04,164438
United States,USA,2020-04-05,176151
United States,USA,2020-04-06,187612
United States,USA,2020-04-07,188435
United States,USA,2020-04-08,201528
United States,USA,2020-04-09,207623
United States,USA,2020-04-10,213097
United States,USA,2020-04-11,218050
United States,USA,2020-04-12,219172
United States,USA,2020-04-13,218573
United States,USA,2020-04-14,218683
United States,USA,2020-04-15,215298
United States,USA,2020-04-16,211202
United States,USA,2020-04-17,202262
United States,USA,2020-04-18,199013
United States,USA,2020-04-19,196150
United States,USA,2020-04-20,192896
United States,USA,2020-04-21,191872
United States,USA,2020-04-22,193056
United States,USA,2020-04-23,193724
United States,USA,2020-04-24,198986
United States,USA,2020-04-25,200703
United States,USA,2020-04-26,205165
United States,USA,2020-04-27,210487
United States,USA,2020-04-28,210480
United States,USA,2020-04-29,207810
United States,USA,2020-04-30,205818
United States,USA,2020-05-01,202122
United States,USA,2020-05-02,200132
United States,USA,2020-05-03,198436
United States,USA,2020-05-04,193125
United States,USA,2020-05-05,192989
United States,USA,2020-05-06,191555
United States,USA,2020-05-07,190498
United States,USA,2020-05-08,189164
United States,USA,2020-05-09,186495
United States,USA,2020-05-10,182246
United States,USA,2020-05-11,179871
United States,USA,2020-05-12,174600
United States,USA,2020-05-13,172226
United States,USA,2020-05-14,173250
United States,USA,2020-05-15,165146
United States,USA,2020-05-16,171237
United States,USA,2020-05-17,169032
United States,USA,2020-05-18,169196
United States,USA,2020-05-19,168457
United States,USA,2020-05-20,171251
United States,USA,2020-05-21,169272
United States,USA,2020-05-22,175442
United States,USA,2020-05-23,166990
United States,USA,2020-05-24,166325
United States,USA,2020-05-25,161709
United States,USA,2020-05-26,162443
United States,USA,2020-05-27,159078
United States,USA,2020-05-28,154665
United States,USA,2020-05-29,150667
United States,USA,2020-05-30,148658
United States,USA,2020-05-31,146436
United States,USA,2020-06-01,149098
United States,USA,2020-06-02,149913
United States,USA,2020-06-03,147691
United States,USA,2020-06-04,151155
United States,USA,2020-06-05,152342
United States,USA,2020-06-06,149030
United States,USA,2020-06-07,149780
United States,USA,2020-06-08,148938
United States,USA,2020-06-09,145927
United States,USA,2020-06-10,146921
United States,USA,2020-06-11,144528
United States,USA,2020-06-12,146014
United States,USA,2020-06-13,148034
United States,USA,2020-06-14,151876
United States,USA,2020-06-15,155025
United States,USA,2020-06-16,157348
United States,USA,2020-06-17,159788
United States,USA,2020-06-18,165984
United States,USA,2020-06-19,169619
United States,USA,2020-06-20,175249
United States,USA,2020-06-21,180021
United States,USA,2020-06-22,187054
United States,USA,2020-06-23,193621
United States,USA,2020-06-24,201728
United States,USA,2020-06-25,214838
United States,USA,2020-06-26,226342
United States,USA,2020-06-27,244843
United States,USA,2020-06-28,258278
United States,USA,2020-06-29,268464
United States,USA,2020-06-30,278702
United States,USA,2020-07-01,288521
United States,USA,2020-07-02,297887
United States,USA,2020-07-03,319909
United States,USA,2020-07-04,328340
United States,USA,2020-07-05,342166
United States,USA,2020-07-06,347491
United States,USA,2020-07-07,350321
United States,USA,2020-07-08,362567
United States,USA,2020-07-09,372068
United States,USA,2020-07-10,377501
United States,USA,2020-07-11,383992
United States,USA,2020-07-12,392205
United States,USA,2020-07-13,411489
United States,USA,2020-07-14,429756
United States,USA,2020-07-15,435280
United States,USA,2020-07-16,443042
United States,USA,2020-07-17,450656
United States,USA,2020-07-18,457894
United States,USA,2020-07-19,466267
United States,USA,2020-07-20,465329
United States,USA,2020-07-21,466661
United States,USA,2020-07-22,468893
United States,USA,2020-07-23,467713
United States,USA,2020-07-24,467740
United States,USA,2020-07-25,471701
United States,USA,2020-07-26,467901
United States,USA,2020-07-27,462173
United States,USA,2020-07-28,459920
United States,USA,2020-07-29,455408
United States,USA,2020-07-30,450780
United States,USA,2020-07-31,443219
United States,USA,2020-08-01,436218
United States,USA,2020-08-02,431250
United States,USA,2020-08-03,426066
United States,USA,2020-08-04,419156
United States,USA,2020-08-05,410478
United States,USA,2020-08-06,403826
United States,USA,2020-08-07,394563
United States,USA,2020-08-08,381587
United States,USA,2020-08-09,375909
United States,USA,2020-08-10,371176
United States,USA,2020-08-11,366800
United States,USA,2020-08-12,364848
United States,USA,2020-08-13,371750
United States,USA,2020-08-14,370550
United States,USA,2020-08-15,368907
United States,USA,2020-08-16,362662
United States,USA,2020-08-17,362120
United States,USA,2020-08-18,357142
United States,USA,2020-08-19,355354
United States,USA,2020-08-20,338021
United States,USA,2020-08-21,330203
United States,USA,2020-08-22,324868
United States,USA,2020-08-23,315788
United States,USA,2020-08-24,307201
United States,USA,2020-08-25,301916
United States,USA,2020-08-26,296043
United States,USA,2020-08-27,294992
United States,USA,2020-08-28,294848
United States,USA,2020-08-29,295581
United States,USA,2020-08-30,294946
United States,USA,2020-08-31,293304
United States,USA,2020-09-01,293729
United States,USA,2020-09-02,296709
United States,USA,2020-09-03,295313
United States,USA,2020-09-04,292530
United States,USA,2020-09-05,290882
United States,USA,2020-09-06,295253
United States,USA,2020-09-07,295474
United States,USA,2020-09-08,293076
United States,USA,2020-09-09,279256
United States,USA,2020-09-10,268132
United States,USA,2020-09-11,259145
United States,USA,2020-09-12,252456
United States,USA,2020-09-13,245621
United States,USA,2020-09-14,244863
United States,USA,2020-09-15,243514
United States,USA,2020-09-16,252974
United States,USA,2020-09-17,261735
United States,USA,2020-09-18,270985
United States,USA,2020-09-19,276932
United States,USA,2020-09-20,280977
United States,USA,2020-09-21,282787
United States,USA,2020-09-22,284349
United States,USA,2020-09-23,291411
United States,USA,2020-09-24,304124
United States,USA,2020-09-25,301855
United States,USA,2020-09-26,303286
United States,USA,2020-09-27,304774
United States,USA,2020-09-28,304628
United States,USA,2020-09-29,305729
United States,USA,2020-09-30,302733
United States,USA,2020-10-01,292086
United States,USA,2020-10-02,296365
United States,USA,2020-10-03,297028
United States,USA,2020-10-04,298348
United States,USA,2020-10-05,304040
United States,USA,2020-10-06,304263
United States,USA,2020-10-07,307463
United States,USA,2020-10-08,310236
United States,USA,2020-10-09,316910
United States,USA,2020-10-10,326390
United States,USA,2020-10-11,334249
United States,USA,2020-10-12,340738
United States,USA,2020-10-13,349387
United States,USA,2020-10-14,356929
United States,USA,2020-10-15,365772
United States,USA,2020-10-16,370407
United States,USA,2020-10-17,377349
United States,USA,2020-10-18,387634
United States,USA,2020-10-19,387966
United States,USA,2020-10-20,392430
United States,USA,2020-10-21,404648
United States,USA,2020-10-22,412892
United States,USA,2020-10-23,424320
United States,USA,2020-10-24,436177
United States,USA,2020-10-25,449438
United States,USA,2020-10-26,471071
United States,USA,2020-10-27,487794
United States,USA,2020-10-28,496016
United States,USA,2020-10-29,512236
United States,USA,2020-10-30,527989
United States,USA,2020-10-31,544216
United States,USA,2020-11-01,559394
United States,USA,2020-11-02,575996
United States,USA,2020-11-03,651968
United States,USA,2020-11-04,669572
United States,USA,2020-11-05,693110
United States,USA,2020-11-06,722575
United States,USA,2020-11-07,754275
United States,USA,2020-11-08,790094
United States,USA,2020-11-09,827121
United States,USA,2020-11-10,797187
United States,USA,2020-11-11,834486
United States,USA,2020-11-12,881938
United States,USA,2020-11-13,921723
United States,USA,2020-11-14,961193
United States,USA,2020-11-15,1004845
United States,USA,2020-11-16,1039274
United States,USA,2020-11-17,1065190
United States,USA,2020-11-18,1094077
United States,USA,2020-11-19,1115478
United States,USA,2020-11-20,1132722
United States,USA,2020-11-21,1159103
United States,USA,2020-11-22,1175483
United States,USA,2020-11-23,1185105
United States,USA,2020-11-24,1197324
United States,USA,2020-11-25,1204361
United States,USA,2020-11-26,1212192
United States,USA,2020-11-27,1235388
United States,USA,2020-11-28,1191736
United States,USA,2020-11-29,1162401
United States,USA,2020-11-30,1133115
United States,USA,2020-12-01,1124404
United States,USA,2020-12-02,1115898
United States,USA,2020-12-03,1133433
United States,USA,2020-12-04,1149407
United States,USA,2020-12-05,1221160
United States,USA,2020-12-06,1280932
United States,USA,2020-12-07,1341932
United States,USA,2020-12-08,1377769
United States,USA,2020-12-09,1408955
United States,USA,2020-12-10,1443219
United States,USA,2020-12-11,1454396
United States,USA,2020-12-12,1446449
United States,USA,2020-12-13,1468482
United States,USA,2020-12-14,1480060
