Entity,Code,Day,Weekly deaths
United Kingdom,GBR,2021-11-19,1053
United Kingdom,GBR,2021-11-20,1026
United Kingdom,GBR,2021-11-21,1023
United Kingdom,GBR,2021-11-22,1014
United Kingdom,GBR,2021-11-23,1001
United Kingdom,GBR,2021-11-24,961
United Kingdom,GBR,2021-11-25,944
United Kingdom,GBR,2021-11-26,940
United Kingdom,GBR,2021-11-27,950
United Kingdom,GBR,2021-11-28,940
United Kingdom,GBR,2021-11-29,921
United Kingdom,GBR,2021-11-30,943
United Kingdom,GBR,2021-12-01,956
United Kingdom,GBR,2021-12-02,929
United Kingdom,GBR,2021-12-03,944
United Kingdom,GBR,2021-12-04,926
United Kingdom,GBR,2021-12-05,941
United Kingdom,GBR,2021-12-06,979
United Kingdom,GBR,2021-12-07,953
United Kingdom,GBR,2021-12-08,952
United Kingdom,GBR,2021-12-09,961
United Kingdom,GBR,2021-12-10,956
United Kingdom,GBR,2021-12-11,965
United Kingdom,GBR,2021-12-12,940
United Kingdom,GBR,2021-12-13,887
United Kingdom,GBR,2021-12-14,907
United Kingdom,GBR,2021-12-15,876
United Kingdom,GBR,2021-12-16,895
United Kingdom,GBR,2021-12-17,881
United Kingdom,GBR,2021-12-18,867
United Kingdom,GBR,2021-12-19,876
United Kingdom,GBR,2021-12-20,874
United Kingdom,GBR,2021-12-21,852
United Kingdom,GBR,2021-12-22,874
United Kingdom,GBR,2021-12-23,835
United Kingdom,GBR,2021-12-24,852
United Kingdom,GBR,2021-12-25,869
United Kingdom,GBR,2021-12-26,855
United Kingdom,GBR,2021-12-27,859
United Kingdom,GBR,2021-12-28,860
United Kingdom,GBR,2021-12-29,859
United Kingdom,GBR,2021-12-30,910
United Kingdom,GBR,2021-12-31,906
United Kingdom,GBR,2022-01-01,947
United Kingdom,GBR,2022-01-02,985
United Kingdom,GBR,2022-01-03,1050
United Kingdom,GBR,2022-01-04,1104
United Kingdom,GBR,2022-01-05,1149
United Kingdom,GBR,2022-01-06,1191
United Kingdom,GBR,2022-01-07,1241
United Kingdom,GBR,2022-01-08,1287
United Kingdom,GBR,2022-01-09,1360
United Kingdom,GBR,2022-01-10,1399
United Kingdom,GBR,2022-01-11,1469
United Kingdom,GBR,2022-01-12,1535
United Kingdom,GBR,2022-01-13,1563
United Kingdom,GBR,2022-01-14,1620
United Kingdom,GBR,2022-01-15,1641
United Kingdom,GBR,2022-01-16,1648
United Kingdom,GBR,2022-01-17,1692
United Kingdom,GBR,2022-01-18,1708
United Kingdom,GBR,2022-01-19,1696
United Kingdom,GBR,2022-01-20,1697
United Kingdom,GBR,2022-01-21,1679
United Kingdom,GBR,2022-01-22,1637
United Kingdom,GBR,2022-01-23,1650
United Kingdom,GBR,2022-01-24,1615
United Kingdom,GBR,2022-01-25,1577
United Kingdom,GBR,2022-01-26,1574
United Kingdom,GBR,2022-01-27,1534
United Kingdom,GBR,2022-01-28,1509
United Kingdom,GBR,2022-01-29,1528
United Kingdom,GBR,2022-01-30,1482
United Kingdom,GBR,2022-01-31,1439
United Kingdom,GBR,2022-02-01,1411
United Kingdom,GBR,2022-02-02,1389
United Kingdom,GBR,2022-02-03,1403
United Kingdom,GBR,2022-02-04,1395
United Kingdom,GBR,2022-02-05,1366
United Kingdom,GBR,2022-02-06,1324
United Kingdom,GBR,2022-02-07,1315
United Kingdom,GBR,2022-02-08,1283
United Kingdom,GBR,2022-02-09,1216
United Kingdom,GBR,2022-02-10,1167
United Kingdom,GBR,2022-02-11,1123
United Kingdom,GBR,2022-02-12,1056
United Kingdom,GBR,2022-02-13,1037
United Kingdom,GBR,2022-02-14,1009
United Kingdom,GBR,2022-02-15,978
United Kingdom,GBR,2022-02-16,996
United Kingdom,GBR,2022-02-17,971
United Kingdom,GBR,2022-02-18,960
United Kingdom,GBR,2022-02-19,960
United Kingdom,GBR,2022-02-20,947
United Kingdom,GBR,2022-02-21,925
United Kingdom,GBR,2022-02-22,925
United Kingdom,GBR,2022-02-23,877
United Kingdom,GBR,2022-02-24,864
United Kingdom,GBR,2022-02-25,850
United Kingdom,GBR,2022-02-26,853
United Kingdom,GBR,2022-02-27,845
United Kingdom,GBR,2022-02-28,826
United Kingdom,GBR,2022-03-01,818
United Kingdom,GBR,2022-03-02,813
United Kingdom,GBR,2022-03-03,799
United Kingdom,GBR,2022-03-04,826
United Kingdom,GBR,2022-03-05,804
United Kingdom,GBR,2022-03-06,796
United Kingdom,GBR,2022-03-07,794
United Kingdom,GBR,2022-03-08,770
United Kingdom,GBR,2022-03-09,788
United Kingdom,GBR,2022-03-10,801
United Kingdom,GBR,2022-03-11,761
United Kingdom,GBR,2022-03-12,770
United Kingdom,GBR,2022-03-13,778
United Kingdom,GBR,2022-03-14,800
United Kingdom,GBR,2022-03-15,817
United Kingdom,GBR,2022-03-16,835
United Kingdom,GBR,2022-03-17,838
United Kingdom,GBR,2022-03-18,878
United Kingdom,GBR,2022-03-19,900
United Kingdom,GBR,2022-03-20,951
United Kingdom,GBR,2022-03-21,993
United Kingdom,GBR,2022-03-22,1056
United Kingdom,GBR,2022-03-23,1078
United Kingdom,GBR,2022-03-24,1123
United Kingdom,GBR,2022-03-25,1135
United Kingdom,GBR,2022-03-26,1165
United Kingdom,GBR,2022-03-27,1176
United Kingdom,GBR,2022-03-28,1173
United Kingdom,GBR,2022-03-29,1158
United Kingdom,GBR,2022-03-30,1172
United Kingdom,GBR,2022-03-31,1201
United Kingdom,GBR,2022-04-01,1224
United Kingdom,GBR,2022-04-02,1250
United Kingdom,GBR,2022-04-03,1272
United Kingdom,GBR,2022-04-04,1302
United Kingdom,GBR,2022-04-05,1330
United Kingdom,GBR,2022-04-06,1332
United Kingdom,GBR,2022-04-07,1338
United Kingdom,GBR,2022-04-08,1353
United Kingdom,GBR,2022-04-09,1392
United Kingdom,GBR,2022-04-10,1426
United Kingdom,GBR,2022-04-11,1407
United Kingdom,GBR,2022-04-12,1416
United Kingdom,GBR,2022-04-13,1422
United Kingdom,GBR,2022-04-14,1419
United Kingdom,GBR,2022-04-15,1445
United Kingdom,GBR,2022-04-16,1406
United Kingdom,GBR,2022-04-17,1340
United Kingdom,GBR,2022-04-18,1331
United Kingdom,GBR,2022-04-19,1296
United Kingdom,GBR,2022-04-20,1285
United Kingdom,GBR,2022-04-21,1245
United Kingdom,GBR,2022-04-22,1184
United Kingdom,GBR,2022-04-23,1154
United Kingdom,GBR,2022-04-24,1137
United Kingdom,GBR,2022-04-25,1119
United Kingdom,GBR,2022-04-26,1088
United Kingdom,GBR,2022-04-27,1043
United Kingdom,GBR,2022-04-28,1009
United Kingdom,GBR,2022-04-29,983
United Kingdom,GBR,2022-04-30,951
United Kingdom,GBR,2022-05-01,904
United Kingdom,GBR,2022-05-02,865
United Kingdom,GBR,2022-05-03,847
United Kingdom,GBR,2022-05-04,828
United Kingdom,GBR,2022-05-05,810
United Kingdom,GBR,2022-05-06,765
United Kingdom,GBR,2022-05-07,722
United Kingdom,GBR,2022-05-08,712
United Kingdom,GBR,2022-05-09,708
United Kingdom,GBR,2022-05-10,680
United Kingdom,GBR,2022-05-11,653
United Kingdom,GBR,2022-05-12,647
United Kingdom,GBR,2022-05-13,636
United Kingdom,GBR,2022-05-14,618
United Kingdom,GBR,2022-05-15,592
United Kingdom,GBR,2022-05-16,555
United Kingdom,GBR,2022-05-17,543
United Kingdom,GBR,2022-05-18,526
United Kingdom,GBR,2022-05-19,497
United Kingdom,GBR,2022-05-20,464
United Kingdom,GBR,2022-05-21,441
United Kingdom,GBR,2022-05-22,441
United Kingdom,GBR,2022-05-23,424
United Kingdom,GBR,2022-05-24,410
United Kingdom,GBR,2022-05-25,407
United Kingdom,GBR,2022-05-26,386
United Kingdom,GBR,2022-05-27,374
United Kingdom,GBR,2022-05-28,373
United Kingdom,GBR,2022-05-29,346
United Kingdom,GBR,2022-05-30,331
United Kingdom,GBR,2022-05-31,302
United Kingdom,GBR,2022-06-01,290
United Kingdom,GBR,2022-06-02,290
United Kingdom,GBR,2022-06-03,281
United Kingdom,GBR,2022-06-04,283
United Kingdom,GBR,2022-06-05,266
United Kingdom,GBR,2022-06-06,270
United Kingdom,GBR,2022-06-07,270
United Kingdom,GBR,2022-06-08,262
United Kingdom,GBR,2022-06-09,244
United Kingdom,GBR,2022-06-10,262
United Kingdom,GBR,2022-06-11,242
United Kingdom,GBR,2022-06-12,258
United Kingdom,GBR,2022-06-13,252
United Kingdom,GBR,2022-06-14,265
United Kingdom,GBR,2022-06-15,263
United Kingdom,GBR,2022-06-16,266
United Kingdom,GBR,2022-06-17,268
United Kingdom,GBR,2022-06-18,298
United Kingdom,GBR,2022-06-19,299
United Kingdom,GBR,2022-06-20,311
United Kingdom,GBR,2022-06-21,315
United Kingdom,GBR,2022-06-22,322
United Kingdom,GBR,2022-06-23,344
United Kingdom,GBR,2022-06-24,372
United Kingdom,GBR,2022-06-25,377
United Kingdom,GBR,2022-06-26,380
United Kingdom,GBR,2022-06-27,407
United Kingdom,GBR,2022-06-28,429
United Kingdom,GBR,2022-06-29,445
United Kingdom,GBR,2022-06-30,459
United Kingdom,GBR,2022-07-01,469
United Kingdom,GBR,2022-07-02,482
United Kingdom,GBR,2022-07-03,513
United Kingdom,GBR,2022-07-04,532
United Kingdom,GBR,2022-07-05,532
United Kingdom,GBR,2022-07-06,559
United Kingdom,GBR,2022-07-07,589
United Kingdom,GBR,2022-07-08,622
United Kingdom,GBR,2022-07-09,649
United Kingdom,GBR,2022-07-10,679
United Kingdom,GBR,2022-07-11,698
United Kingdom,GBR,2022-07-12,745
United Kingdom,GBR,2022-07-13,782
United Kingdom,GBR,2022-07-14,834
United Kingdom,GBR,2022-07-15,853
United Kingdom,GBR,2022-07-16,877
United Kingdom,GBR,2022-07-17,873
United Kingdom,GBR,2022-07-18,886
United Kingdom,GBR,2022-07-19,929
United Kingdom,GBR,2022-07-20,928
United Kingdom,GBR,2022-07-21,999
United Kingdom,GBR,2022-07-22,1055
United Kingdom,GBR,2022-07-23,1055
United Kingdom,GBR,2022-07-24,1067
United Kingdom,GBR,2022-07-25,1072
United Kingdom,GBR,2022-07-26,1045
United Kingdom,GBR,2022-07-27,1032
United Kingdom,GBR,2022-07-28,927
United Kingdom,GBR,2022-07-29,851
United Kingdom,GBR,2022-07-30,851
United Kingdom,GBR,2022-07-31,852
United Kingdom,GBR,2022-08-01,802
United Kingdom,GBR,2022-08-02,768
United Kingdom,GBR,2022-08-03,747
United Kingdom,GBR,2022-08-04,729
United Kingdom,GBR,2022-08-05,721
United Kingdom,GBR,2022-08-06,680
United Kingdom,GBR,2022-08-07,649
United Kingdom,GBR,2022-08-08,637
United Kingdom,GBR,2022-08-09,639
United Kingdom,GBR,2022-08-10,646
United Kingdom,GBR,2022-08-11,634
United Kingdom,GBR,2022-08-12,603
United Kingdom,GBR,2022-08-13,616
United Kingdom,GBR,2022-08-14,636
United Kingdom,GBR,2022-08-15,663
United Kingdom,GBR,2022-08-16,653
United Kingdom,GBR,2022-08-17,642
United Kingdom,GBR,2022-08-18,623
United Kingdom,GBR,2022-08-19,603
United Kingdom,GBR,2022-08-20,568
United Kingdom,GBR,2022-08-21,530
United Kingdom,GBR,2022-08-22,514
United Kingdom,GBR,2022-08-23,485
United Kingdom,GBR,2022-08-24,461
United Kingdom,GBR,2022-08-25,468
United Kingdom,GBR,2022-08-26,464
United Kingdom,GBR,2022-08-27,450
United Kingdom,GBR,2022-08-28,425
United Kingdom,GBR,2022-08-29,407
United Kingdom,GBR,2022-08-30,407
United Kingdom,GBR,2022-08-31,396
United Kingdom,GBR,2022-09-01,361
United Kingdom,GBR,2022-09-02,384
United Kingdom,GBR,2022-09-03,379
United Kingdom,GBR,2022-09-04,383
United Kingdom,GBR,2022-09-05,379
United Kingdom,GBR,2022-09-06,363
United Kingdom,GBR,2022-09-07,348
United Kingdom,GBR,2022-09-08,345
United Kingdom,GBR,2022-09-09,331
United Kingdom,GBR,2022-09-10,334
United Kingdom,GBR,2022-09-11,324
United Kingdom,GBR,2022-09-12,318
United Kingdom,GBR,2022-09-13,304
United Kingdom,GBR,2022-09-14,308
United Kingdom,GBR,2022-09-15,318
United Kingdom,GBR,2022-09-16,302
United Kingdom,GBR,2022-09-17,304
United Kingdom,GBR,2022-09-18,305
United Kingdom,GBR,2022-09-19,297
United Kingdom,GBR,2022-09-20,306
United Kingdom,GBR,2022-09-21,312
United Kingdom,GBR,2022-09-22,312
United Kingdom,GBR,2022-09-23,304
United Kingdom,GBR,2022-09-24,305
United Kingdom,GBR,2022-09-25,320
United Kingdom,GBR,2022-09-26,329
United Kingdom,GBR,2022-09-27,330
United Kingdom,GBR,2022-09-28,347
United Kingdom,GBR,2022-09-29,365
United Kingdom,GBR,2022-09-30,390
United Kingdom,GBR,2022-10-01,407
United Kingdom,GBR,2022-10-02,417
United Kingdom,GBR,2022-10-03,449
United Kingdom,GBR,2022-10-04,472
United Kingdom,GBR,2022-10-05,489
United Kingdom,GBR,2022-10-06,513
United Kingdom,GBR,2022-10-07,550
United Kingdom,GBR,2022-10-08,580
United Kingdom,GBR,2022-10-09,617
United Kingdom,GBR,2022-10-10,628
United Kingdom,GBR,2022-10-11,665
United Kingdom,GBR,2022-10-12,675
United Kingdom,GBR,2022-10-13,693
United Kingdom,GBR,2022-10-14,721
United Kingdom,GBR,2022-10-15,736
United Kingdom,GBR,2022-10-16,751
United Kingdom,GBR,2022-10-17,768
United Kingdom,GBR,2022-10-18,774
United Kingdom,GBR,2022-10-19,798
United Kingdom,GBR,2022-10-20,797
United Kingdom,GBR,2022-10-21,771
United Kingdom,GBR,2022-10-22,782
United Kingdom,GBR,2022-10-23,778
United Kingdom,GBR,2022-10-24,781
United Kingdom,GBR,2022-10-25,777
United Kingdom,GBR,2022-10-26,766
United Kingdom,GBR,2022-10-27,774
United Kingdom,GBR,2022-10-28,765
United Kingdom,GBR,2022-10-29,749
United Kingdom,GBR,2022-10-30,725
United Kingdom,GBR,2022-10-31,710
United Kingdom,GBR,2022-11-01,705
United Kingdom,GBR,2022-11-02,682
United Kingdom,GBR,2022-11-03,650
United Kingdom,GBR,2022-11-04,638
United Kingdom,GBR,2022-11-05,615
United Kingdom,GBR,2022-11-06,625
United Kingdom,GBR,2022-11-07,607
United Kingdom,GBR,2022-11-08,567
United Kingdom,GBR,2022-11-09,561
United Kingdom,GBR,2022-11-10,541
United Kingdom,GBR,2022-11-11,525
United Kingdom,GBR,2022-11-12,496
United Kingdom,GBR,2022-11-13,471
United Kingdom,GBR,2022-11-14,438
United Kingdom,GBR,2022-11-15,436
United Kingdom,GBR,2022-11-16,421
United Kingdom,GBR,2022-11-17,423
United Kingdom,GBR,2022-11-18,413
United Kingdom,GBR,2022-11-19,413
United Kingdom,GBR,2022-11-20,398
United Kingdom,GBR,2022-11-21,411
United Kingdom,GBR,2022-11-22,417
United Kingdom,GBR,2022-11-23,408
United Kingdom,GBR,2022-11-24,400
United Kingdom,GBR,2022-11-25,406
United Kingdom,GBR,2022-11-26,403
United Kingdom,GBR,2022-11-27,387
United Kingdom,GBR,2022-11-28,377
United Kingdom,GBR,2022-11-29,371
United Kingdom,GBR,2022-11-30,379
United Kingdom,GBR,2022-12-01,374
United Kingdom,GBR,2022-12-02,361
United Kingdom,GBR,2022-12-03,364
United Kingdom,GBR,2022-12-04,374
United Kingdom,GBR,2022-12-05,382
United Kingdom,GBR,2022-12-06,374
United Kingdom,GBR,2022-12-07,377
United Kingdom,GBR,2022-12-08,398
United Kingdom,GBR,2022-12-09,415
United Kingdom,GBR,2022-12-10,431
United Kingdom,GBR,2022-12-11,450
United Kingdom,GBR,2022-12-12,463
United Kingdom,GBR,2022-12-13,486
United Kingdom,GBR,2022-12-14,492
United Kingdom,GBR,2022-12-15,484
United Kingdom,GBR,2022-12-16,517
United Kingdom,GBR,2022-12-17,505
United Kingdom,GBR,2022-12-18,522
United Kingdom,GBR,2022-12-19,544
United Kingdom,GBR,2022-12-20,573
United Kingdom,GBR,2022-12-21,618
United Kingdom,GBR,2022-12-22,664
United Kingdom,GBR,2022-12-23,677
United Kingdom,GBR,2022-12-24,732
United Kingdom,GBR,2022-12-25,763
United Kingdom,GBR,2022-12-26,816
United Kingdom,GBR,2022-12-27,847
United Kingdom,GBR,2022-12-28,861
United Kingdom,GBR,2022-12-29,890
United Kingdom,GBR,2022-12-30,914
United Kingdom,GBR,2022-12-31,933
United Kingdom,GBR,2023-01-01,971
United Kingdom,GBR,2023-01-02,976
United Kingdom,GBR,2023-01-03,976
United Kingdom,GBR,2023-01-04,976
United Kingdom,GBR,2023-01-05,973
United Kingdom,GBR,2023-01-06,979
United Kingdom,GBR,2023-01-07,992
United Kingdom,GBR,2023-01-08,951
United Kingdom,GBR,2023-01-09,922
United Kingdom,GBR,2023-01-10,916
United Kingdom,GBR,2023-01-11,920
United Kingdom,GBR,2023-01-12,897
United Kingdom,GBR,2023-01-13,854
United Kingdom,GBR,2023-01-14,827
United Kingdom,GBR,2023-01-15,817
United Kingdom,GBR,2023-01-16,799
United Kingdom,GBR,2023-01-17,788
United Kingdom,GBR,2023-01-18,765
United Kingdom,GBR,2023-01-19,742
United Kingdom,GBR,2023-01-20,738
United Kingdom,GBR,2023-01-21,703
United Kingdom,GBR,2023-01-22,679
United Kingdom,GBR,2023-01-23,651
United Kingdom,GBR,2023-01-24,614
United Kingdom,GBR,2023-01-25,580
United Kingdom,GBR,2023-01-26,570
United Kingdom,GBR,2023-01-27,544
United Kingdom,GBR,2023-01-28,532
United Kingdom,GBR,2023-01-29,529
United Kingdom,GBR,2023-01-30,527
United Kingdom,GBR,2023-01-31,527
United Kingdom,GBR,2023-02-01,512
United Kingdom,GBR,2023-02-02,492
United Kingdom,GBR,2023-02-03,497
United Kingdom,GBR,2023-02-04,501
United Kingdom,GBR,2023-02-05,493
United Kingdom,GBR,2023-02-06,486
United Kingdom,GBR,2023-02-07,482
United Kingdom,GBR,2023-02-08,478
United Kingdom,GBR,2023-02-09,482
United Kingdom,GBR,2023-02-10,482
United Kingdom,GBR,2023-02-11,470
United Kingdom,GBR,2023-02-12,475
United Kingdom,GBR,2023-02-13,470
United Kingdom,GBR,2023-02-14,467
United Kingdom,GBR,2023-02-15,464
United Kingdom,GBR,2023-02-16,476
United Kingdom,GBR,2023-02-17,475
United Kingdom,GBR,2023-02-18,487
United Kingdom,GBR,2023-02-19,495
United Kingdom,GBR,2023-02-20,512
United Kingdom,GBR,2023-02-21,502
United Kingdom,GBR,2023-02-22,528
United Kingdom,GBR,2023-02-23,510
United Kingdom,GBR,2023-02-24,523
United Kingdom,GBR,2023-02-25,522
United Kingdom,GBR,2023-02-26,519
United Kingdom,GBR,2023-02-27,518
United Kingdom,GBR,2023-02-28,543
United Kingdom,GBR,2023-03-01,542
United Kingdom,GBR,2023-03-02,555
United Kingdom,GBR,2023-03-03,554
United Kingdom,GBR,2023-03-04,582
United Kingdom,GBR,2023-03-05,582
United Kingdom,GBR,2023-03-06,605
United Kingdom,GBR,2023-03-07,617
United Kingdom,GBR,2023-03-08,629
United Kingdom,GBR,2023-03-09,648
United Kingdom,GBR,2023-03-10,662
United Kingdom,GBR,2023-03-11,653
United Kingdom,GBR,2023-03-12,665
United Kingdom,GBR,2023-03-13,665
United Kingdom,GBR,2023-03-14,670
United Kingdom,GBR,2023-03-15,675
United Kingdom,GBR,2023-03-16,676
United Kingdom,GBR,2023-03-17,685
United Kingdom,GBR,2023-03-18,695
United Kingdom,GBR,2023-03-19,713
United Kingdom,GBR,2023-03-20,712
United Kingdom,GBR,2023-03-21,701
United Kingdom,GBR,2023-03-22,701
United Kingdom,GBR,2023-03-23,735
United Kingdom,GBR,2023-03-24,732
United Kingdom,GBR,2023-03-25,736
United Kingdom,GBR,2023-03-26,739
United Kingdom,GBR,2023-03-27,755
United Kingdom,GBR,2023-03-28,750
United Kingdom,GBR,2023-03-29,752
United Kingdom,GBR,2023-03-30,737
United Kingdom,GBR,2023-03-31,730
United Kingdom,GBR,2023-04-01,730
United Kingdom,GBR,2023-04-02,691
United Kingdom,GBR,2023-04-03,652
United Kingdom,GBR,2023-04-04,644
United Kingdom,GBR,2023-04-05,633
United Kingdom,GBR,2023-04-06,619
United Kingdom,GBR,2023-04-07,590
United Kingdom,GBR,2023-04-08,586
United Kingdom,GBR,2023-04-09,605
United Kingdom,GBR,2023-04-10,613
United Kingdom,GBR,2023-04-11,605
United Kingdom,GBR,2023-04-12,592
United Kingdom,GBR,2023-04-13,568
United Kingdom,GBR,2023-04-14,577
United Kingdom,GBR,2023-04-15,564
United Kingdom,GBR,2023-04-16,550
United Kingdom,GBR,2023-04-17,536
United Kingdom,GBR,2023-04-18,545
United Kingdom,GBR,2023-04-19,536
United Kingdom,GBR,2023-04-20,528
United Kingdom,GBR,2023-04-21,533
United Kingdom,GBR,2023-04-22,514
United Kingdom,GBR,2023-04-23,520
United Kingdom,GBR,2023-04-24,505
United Kingdom,GBR,2023-04-25,499
United Kingdom,GBR,2023-04-26,483
United Kingdom,GBR,2023-04-27,477
United Kingdom,GBR,2023-04-28,458
United Kingdom,GBR,2023-04-29,438
United Kingdom,GBR,2023-04-30,406
United Kingdom,GBR,2023-05-01,404
United Kingdom,GBR,2023-05-02,373
United Kingdom,GBR,2023-05-03,375
United Kingdom,GBR,2023-05-04,373
United Kingdom,GBR,2023-05-05,360
United Kingdom,GBR,2023-05-06,362
United Kingdom,GBR,2023-05-07,354
United Kingdom,GBR,2023-05-08,348
United Kingdom,GBR,2023-05-09,360
United Kingdom,GBR,2023-05-10,347
United Kingdom,GBR,2023-05-11,324
United Kingdom,GBR,2023-05-12,316
United Kingdom,GBR,2023-05-13,317
United Kingdom,GBR,2023-05-14,320
United Kingdom,GBR,2023-05-15,305
United Kingdom,GBR,2023-05-16,281
United Kingdom,GBR,2023-05-17,275
United Kingdom,GBR,2023-05-18,289
United Kingdom,GBR,2023-05-19,297
United Kingdom,GBR,2023-05-20,279
United Kingdom,GBR,2023-05-21,277
United Kingdom,GBR,2023-05-22,275
United Kingdom,GBR,2023-05-23,278
United Kingdom,GBR,2023-05-24,285
United Kingdom,GBR,2023-05-25,266
United Kingdom,GBR,2023-05-26,251
United Kingdom,GBR,2023-05-27,239
United Kingdom,GBR,2023-05-28,236
United Kingdom,GBR,2023-05-29,243
United Kingdom,GBR,2023-05-30,235
United Kingdom,GBR,2023-05-31,220
United Kingdom,GBR,2023-06-01,223
United Kingdom,GBR,2023-06-02,211
United Kingdom,GBR,2023-06-03,218
United Kingdom,GBR,2023-06-04,199
United Kingdom,GBR,2023-06-05,194
United Kingdom,GBR,2023-06-06,195
United Kingdom,GBR,2023-06-07,193
United Kingdom,GBR,2023-06-08,183
United Kingdom,GBR,2023-06-09,185
United Kingdom,GBR,2023-06-10,177
United Kingdom,GBR,2023-06-11,171
United Kingdom,GBR,2023-06-12,162
United Kingdom,GBR,2023-06-13,165
United Kingdom,GBR,2023-06-14,174
United Kingdom,GBR,2023-06-15,177
United Kingdom,GBR,2023-06-16,183
United Kingdom,GBR,2023-06-17,182
United Kingdom,GBR,2023-06-18,187
United Kingdom,GBR,2023-06-19,179
United Kingdom,GBR,2023-06-20,169
United Kingdom,GBR,2023-06-21,159
United Kingdom,GBR,2023-06-22,151
United Kingdom,GBR,2023-06-23,138
United Kingdom,GBR,2023-06-24,124
United Kingdom,GBR,2023-06-25,115
United Kingdom,GBR,2023-06-26,113
United Kingdom,GBR,2023-06-27,115
United Kingdom,GBR,2023-06-28,104
United Kingdom,GBR,2023-06-29,103
United Kingdom,GBR,2023-06-30,94
United Kingdom,GBR,2023-07-01,99
United Kingdom,GBR,2023-07-02,103
United Kingdom,GBR,2023-07-03,103
United Kingdom,GBR,2023-07-04,96
United Kingdom,GBR,2023-07-05,93
United Kingdom,GBR,2023-07-06,85
United Kingdom,GBR,2023-07-07,89
United Kingdom,GBR,2023-07-08,87
United Kingdom,GBR,2023-07-09,75
United Kingdom,GBR,2023-07-10,71
United Kingdom,GBR,2023-07-11,65
United Kingdom,GBR,2023-07-12,69
United Kingdom,GBR,2023-07-13,68
United Kingdom,GBR,2023-07-14,64
United Kingdom,GBR,2023-07-15,67
United Kingdom,GBR,2023-07-16,65
United Kingdom,GBR,2023-07-17,66
United Kingdom,GBR,2023-07-18,66
United Kingdom,GBR,2023-07-19,63
United Kingdom,GBR,2023-07-20,65
United Kingdom,GBR,2023-07-21,70
United Kingdom,GBR,2023-07-22,58
United Kingdom,GBR,2023-07-23,65
United Kingdom,GBR,2023-07-24,63
United Kingdom,GBR,2023-07-25,66
United Kingdom,GBR,2023-07-26,67
United Kingdom,GBR,2023-07-27,67
United Kingdom,GBR,2023-07-28,70
United Kingdom,GBR,2023-07-29,80
United Kingdom,GBR,2023-07-30,84
United Kingdom,GBR,2023-07-31,89
United Kingdom,GBR,2023-08-01,88
United Kingdom,GBR,2023-08-02,96
United Kingdom,GBR,2023-08-03,103
United Kingdom,GBR,2023-08-04,107
United Kingdom,GBR,2023-08-05,106
United Kingdom,GBR,2023-08-06,103
United Kingdom,GBR,2023-08-07,112
United Kingdom,GBR,2023-08-08,122
United Kingdom,GBR,2023-08-09,118
United Kingdom,GBR,2023-08-10,114
United Kingdom,GBR,2023-08-11,108
United Kingdom,GBR,2023-08-12,130
United Kingdom,GBR,2023-08-13,141
United Kingdom,GBR,2023-08-14,156
United Kingdom,GBR,2023-08-15,158
United Kingdom,GBR,2023-08-16,172
United Kingdom,GBR,2023-08-17,182
United Kingdom,GBR,2023-08-18,201
United Kingdom,GBR,2023-08-19,202
United Kingdom,GBR,2023-08-20,206
United Kingdom,GBR,2023-08-21,215
United Kingdom,GBR,2023-08-22,226
United Kingdom,GBR,2023-08-23,229
United Kingdom,GBR,2023-08-24,238
United Kingdom,GBR,2023-08-25,231
United Kingdom,GBR,2023-08-26,225
United Kingdom,GBR,2023-08-27,228
United Kingdom,GBR,2023-08-28,205
United Kingdom,GBR,2023-08-29,203
United Kingdom,GBR,2023-08-30,195
United Kingdom,GBR,2023-08-31,200
United Kingdom,GBR,2023-09-01,210
United Kingdom,GBR,2023-09-02,203
United Kingdom,GBR,2023-09-03,197
United Kingdom,GBR,2023-09-04,209
United Kingdom,GBR,2023-09-05,215
United Kingdom,GBR,2023-09-06,226
United Kingdom,GBR,2023-09-07,234
United Kingdom,GBR,2023-09-08,242
United Kingdom,GBR,2023-09-09,260
United Kingdom,GBR,2023-09-10,287
United Kingdom,GBR,2023-09-11,296
United Kingdom,GBR,2023-09-12,306
United Kingdom,GBR,2023-09-13,311
United Kingdom,GBR,2023-09-14,304
United Kingdom,GBR,2023-09-15,308
United Kingdom,GBR,2023-09-16,312
United Kingdom,GBR,2023-09-17,303
United Kingdom,GBR,2023-09-18,286
United Kingdom,GBR,2023-09-19,275
United Kingdom,GBR,2023-09-20,280
United Kingdom,GBR,2023-09-21,284
United Kingdom,GBR,2023-09-22,278
United Kingdom,GBR,2023-09-23,268
United Kingdom,GBR,2023-09-24,266
United Kingdom,GBR,2023-09-25,276
United Kingdom,GBR,2023-09-26,280
United Kingdom,GBR,2023-09-27,278
United Kingdom,GBR,2023-09-28,268
United Kingdom,GBR,2023-09-29,276
United Kingdom,GBR,2023-09-30,290
United Kingdom,GBR,2023-10-01,289
United Kingdom,GBR,2023-10-02,300
United Kingdom,GBR,2023-10-03,310
United Kingdom,GBR,2023-10-04,315
United Kingdom,GBR,2023-10-05,322
United Kingdom,GBR,2023-10-06,322
United Kingdom,GBR,2023-10-07,328
United Kingdom,GBR,2023-10-08,344
United Kingdom,GBR,2023-10-09,357
United Kingdom,GBR,2023-10-10,361
United Kingdom,GBR,2023-10-11,366
United Kingdom,GBR,2023-10-12,379
United Kingdom,GBR,2023-10-13,392
